"FECHA CORTE","DEPTORESIDENCIA","CANTIDAD CREDITOS AL DIA","CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS","CANTIDAD CREDITOS MORA MAYOR A 90 DIAS","TOTAL CREDITOS","SALDO CAPITAL","SALDO TOTAL","SALDO MORA","INDICADOR CARTERA VENCIDA","EPOCA CARTERA"
"2025 Mar 31 12:00:00 AM","SANTANDER","7,392","2,244","1,211","10,847","$ 228,318,449,932","$ 243,447,685,066","$ 6,109,328,735","19.5%","Amortizacion"
"2025 Mar 31 12:00:00 AM","QUINDIO","1,635","458","265","2,358","$ 40,783,519,924","$ 43,092,671,343","$ 1,072,852,288","18.53%","Amortizacion"
"2025 Mar 31 12:00:00 AM","ANTIOQUIA","9,720","2,771","1,844","14,335","$ 302,606,951,409","$ 322,301,831,612","$ 8,544,506,340","18.24%","Amortizacion"
"2025 Mar 31 12:00:00 AM","NARINO","4,247","1,134","705","6,086","$ 98,956,780,796","$ 104,613,106,495","$ 2,773,629,273","18.11%","Amortizacion"
"2025 Mar 31 12:00:00 AM","RISARALDA","2,618","783","398","3,799","$ 63,346,270,217","$ 67,270,948,515","$ 1,865,014,379","17.94%","Amortizacion"
"2025 Mar 31 12:00:00 AM","VALLEDELCAUCA","12,135","3,078","1,877","17,090","$ 463,625,970,161","$ 489,738,393,539","$ 11,504,547,855","17.64%","Amortizacion"
"2025 Mar 31 12:00:00 AM","CUNDINAMARCA","8,224","2,113","1,427","11,764","$ 287,267,904,088","$ 306,894,389,292","$ 8,069,257,487","17.49%","Amortizacion"
"2025 Mar 31 12:00:00 AM","CALDAS","2,499","700","352","3,551","$ 67,539,621,217","$ 72,081,625,253","$ 1,696,170,987","16.87%","Amortizacion"
"2025 Mar 31 12:00:00 AM","DISTRITOCAPITAL","34,987","8,005","4,691","47,683","$ 1,356,210,420,356","$ 1,435,561,222,259","$ 31,533,009,578","15.86%","Amortizacion"
"2025 Mar 31 12:00:00 AM","EXTRANJERO","39","4","2","45","$ 2,919,012,129","$ 3,182,917,094","$ 47,751,377","9.92%","Amortizacion"
"2025 Mar 31 12:00:00 AM","GUAINIA","23","12","4","39","$ 527,105,130","$ 571,269,854","$ 16,555,015","8.57%","Amortizacion"
"2025 Mar 31 12:00:00 AM","SANANDRES","103","37","11","151","$ 4,730,481,341","$ 5,667,169,169","$ 49,002,389","18.19%","Estudios"
"2025 Mar 31 12:00:00 AM","AMAZONAS","70","13","4","87","$ 3,186,908,609","$ 3,843,739,717","$ 24,870,124","17.88%","Estudios"
"2025 Mar 31 12:00:00 AM","VICHADA","30","6","2","38","$ 990,263,464","$ 1,184,687,346","$ 6,972,939","17.64%","Estudios"
"2025 Mar 31 12:00:00 AM","ATLANTICO","17,442","4,254","1,289","22,985","$ 737,850,234,690","$ 878,735,796,249","$ 5,591,435,324","13.43%","Estudios"
"2025 Mar 31 12:00:00 AM","BOYACA","3,182","581","197","3,960","$ 114,063,822,355","$ 140,026,774,709","$ 825,092,757","12.07%","Estudios"
"2025 Mar 31 12:00:00 AM","CASANARE","1,189","194","70","1,453","$ 40,197,331,262","$ 48,763,688,795","$ 214,759,747","11.77%","Estudios"
"2025 Mar 31 12:00:00 AM","LAGUAJIRA","4,137","733","286","5,156","$ 202,579,333,665","$ 235,289,225,403","$ 1,122,105,863","10.76%","Estudios"
"2025 Mar 31 12:00:00 AM","MAGDALENA","4,964","800","281","6,045","$ 183,140,603,497","$ 215,471,961,060","$ 1,111,093,972","10.45%","Estudios"
"2025 Mar 31 12:00:00 AM","CHOCO","411","74","25","510","$ 16,277,285,234","$ 18,775,393,641","$ 92,754,013","10.31%","Estudios"
"2025 Mar 31 12:00:00 AM","CALDAS","1,953","253","93","2,299","$ 57,207,843,681","$ 69,578,547,999","$ 359,839,168","9.99%","Estudios"
"2025 Mar 31 12:00:00 AM","ARAUCA","660","107","46","813","$ 22,526,802,596","$ 26,658,365,459","$ 175,303,405","9.88%","Estudios"
"2025 Mar 31 12:00:00 AM","VALLEDELCAUCA","11,575","1,937","621","14,133","$ 452,894,179,352","$ 552,441,071,399","$ 2,794,894,699","9.83%","Estudios"
"2025 Mar 31 12:00:00 AM","RISARALDA","1,649","245","87","1,981","$ 50,720,120,282","$ 61,060,296,951","$ 350,187,412","9.27%","Estudios"
"2025 Mar 31 12:00:00 AM","CUNDINAMARCA","8,371","1,042","335","9,748","$ 293,024,403,315","$ 359,540,764,789","$ 1,773,466,858","9.1%","Estudios"
"2025 Mar 31 12:00:00 AM","DISTRITOCAPITAL","29,629","4,252","1,437","35,318","$ 1,229,180,768,813","$ 1,508,487,788,088","$ 7,739,599,275","9.1%","Estudios"
"2025 Mar 31 12:00:00 AM","ANTIOQUIA","9,731","1,462","495","11,688","$ 362,843,820,242","$ 438,443,179,775","$ 2,160,095,968","8.98%","Estudios"
"2025 Mar 31 12:00:00 AM","SANTANDER","5,663","846","266","6,775","$ 205,127,196,850","$ 247,994,388,063","$ 1,147,702,132","8.72%","Estudios"
"2025 Mar 31 12:00:00 AM","TOLIMA","2,294","342","90","2,726","$ 80,386,870,917","$ 97,340,625,727","$ 368,274,523","8.65%","Estudios"
"2025 Mar 31 12:00:00 AM","HUILA","2,157","294","89","2,540","$ 76,045,509,542","$ 90,651,505,658","$ 363,886,680","8.56%","Estudios"
"2025 Mar 31 12:00:00 AM","CAQUETA","581","61","23","665","$ 19,209,611,087","$ 22,948,388,129","$ 75,238,133","8.37%","Estudios"
"2025 Mar 31 12:00:00 AM","GUAVIARE","228","33","10","271","$ 7,827,245,514","$ 9,239,796,899","$ 21,720,446","8.06%","Estudios"
"2025 Mar 31 12:00:00 AM","CESAR","6,111","828","231","7,170","$ 244,403,569,627","$ 284,358,860,683","$ 942,632,365","8.02%","Estudios"
"2025 Mar 31 12:00:00 AM","NORTEDESANTANDER","2,566","377","133","3,076","$ 98,248,893,008","$ 117,616,181,979","$ 444,827,120","7.84%","Estudios"
"2025 Mar 31 12:00:00 AM","META","2,295","340","105","2,740","$ 79,433,756,110","$ 95,949,290,850","$ 379,962,258","7.76%","Estudios"
"2025 Mar 31 12:00:00 AM","QUINDIO","1,153","161","50","1,364","$ 34,780,541,760","$ 42,345,991,859","$ 172,935,939","7.34%","Estudios"
"2025 Mar 31 12:00:00 AM","BOLIVAR","13,392","1,396","514","15,302","$ 443,476,946,010","$ 527,640,628,715","$ 1,661,593,839","6.01%","Estudios"
"2025 Mar 31 12:00:00 AM","CAUCA","2,113","253","87","2,453","$ 64,641,578,359","$ 76,401,316,726","$ 261,660,100","5.85%","Estudios"
"2025 Mar 31 12:00:00 AM","NARINO","6,074","675","164","6,913","$ 182,663,708,789","$ 214,214,329,637","$ 549,309,577","5.69%","Estudios"
"2025 Mar 31 12:00:00 AM","PUTUMAYO","1,125","90","39","1,254","$ 32,590,960,070","$ 38,203,353,617","$ 115,797,324","5.68%","Estudios"
"2025 Mar 31 12:00:00 AM","CORDOBA","21,253","1,522","601","23,376","$ 670,978,010,786","$ 781,318,608,797","$ 2,303,658,531","4.91%","Estudios"
"2025 Mar 31 12:00:00 AM","GUAINIA","23","3","2","28","$ 790,263,713","$ 947,457,010","$ 12,291,953","4.86%","Estudios"
"2025 Mar 31 12:00:00 AM","SUCRE","14,634","1,201","558","16,393","$ 468,791,222,705","$ 552,488,940,479","$ 1,892,381,361","4.52%","Estudios"
"2025 Mar 31 12:00:00 AM","VAUPES","17","4","0","21","$ 518,904,494","$ 581,182,705","$ 1,850,976","0.6%","Estudios"
"2025 Mar 31 12:00:00 AM","EXTRANJERO","25","0","0","25","$ 3,948,295,430","$ 4,926,509,871","$ 0","0%","Estudios"
"2025 Mar 31 12:00:00 AM","SinInformacion","1","0","0","1","$ 47,629,200","$ 50,329,919","$ 0","0%","Estudios"
"2025 Jun 30 12:00:00 AM","SIN INFO","3","2","1","0","$ 29,967,860","$ 36,251,908","$ 2,243,117","19.56%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","SIN INFO","1","0","0","1","$ 15,752,000","$ 17,338,133","$ 0","0%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","AMAZONAS","154","32","22","100","$ 3,670,768,021","$ 3,943,673,222","$ 127,422,313","25.62%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","AMAZONAS","84","8","5","71","$ 2,795,828,474","$ 3,300,927,702","$ 13,520,439","8.32%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","ANTIOQUIA","14,010","2,667","1,527","9,816","$ 311,907,212,492","$ 331,483,197,325","$ 7,489,642,366","16.15%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","ANTIOQUIA","11,329","1,233","672","9,424","$ 384,048,911,804","$ 460,582,819,615","$ 2,241,040,457","7.62%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","ARAUCA","1,352","311","190","851","$ 22,583,946,688","$ 24,148,857,479","$ 793,822,625","24.85%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","ARAUCA","750","91","59","600","$ 21,798,636,644","$ 25,717,047,350","$ 160,364,980","11.35%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","ATLANTICO","20,663","4,797","3,329","12,537","$ 587,145,923,219","$ 628,695,064,145","$ 19,419,627,333","23.73%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","ATLANTICO","22,197","2,760","2,220","17,217","$ 763,856,996,648","$ 902,406,109,014","$ 5,696,416,234","11.16%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","BOLIVAR","10,399","2,476","1,946","5,977","$ 235,925,538,316","$ 254,369,755,448","$ 9,077,271,656","25.7%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","BOLIVAR","14,400","998","773","12,629","$ 436,532,000,150","$ 518,249,123,076","$ 1,777,853,890","5.83%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","BOYACA","5,463","1,122","618","3,723","$ 128,304,582,852","$ 137,613,646,384","$ 3,297,219,799","18.93%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","BOYACA","3,717","468","247","3,002","$ 115,889,293,320","$ 140,306,999,054","$ 790,341,586","9.77%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CALDAS","3,471","701","321","2,449","$ 68,423,378,467","$ 73,059,492,780","$ 1,547,147,203","15.88%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CALDAS","2,159","240","127","1,792","$ 62,104,002,050","$ 74,355,628,736","$ 370,722,736","7.82%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CAQUETA","981","213","108","660","$ 13,969,500,911","$ 14,825,124,320","$ 360,854,699","19%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CAQUETA","616","39","22","555","$ 19,212,614,493","$ 22,816,476,180","$ 47,529,786","5.27%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CASANARE","2,425","529","324","1,572","$ 45,588,708,889","$ 49,140,605,636","$ 1,370,922,142","22.58%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CASANARE","1,320","151","89","1,080","$ 38,161,885,649","$ 46,017,046,949","$ 222,216,778","11.03%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CAUCA","3,698","813","446","2,439","$ 53,191,731,375","$ 56,951,486,215","$ 1,639,751,833","22.19%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CAUCA","2,323","195","121","2,007","$ 65,807,518,673","$ 77,385,789,635","$ 259,831,921","6%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CESAR","2,912","685","540","1,687","$ 74,062,131,946","$ 79,161,622,015","$ 2,867,776,003","22.39%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CESAR","6,938","518","359","6,061","$ 245,511,565,619","$ 286,163,370,804","$ 987,442,741","6.64%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CHOCO","208","53","47","108","$ 5,104,003,708","$ 5,464,584,893","$ 228,548,776","34.3%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CHOCO","490","48","41","401","$ 15,341,830,187","$ 17,755,904,361","$ 90,368,223","9.04%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CORDOBA","12,449","3,177","2,474","6,798","$ 301,787,565,373","$ 324,726,555,276","$ 11,167,283,053","25.74%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CORDOBA","22,350","1,160","878","20,312","$ 647,461,431,398","$ 753,087,438,734","$ 2,467,549,858","4.83%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","CUNDINAMARCA","11,495","2,009","1,140","8,346","$ 291,570,682,696","$ 310,799,821,416","$ 6,607,662,695","16.02%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","CUNDINAMARCA","9,220","935","407","7,878","$ 304,569,196,477","$ 369,774,126,039","$ 1,616,508,140","7.37%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","DISTRITO CAPITAL","47,452","7,869","4,088","35,495","$ 1,400,444,248,415","$ 1,480,524,460,953","$ 27,711,367,526","14.01%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","DISTRITO CAPITAL","33,541","3,835","1,716","27,990","$ 1,311,370,667,586","$ 1,585,541,093,155","$ 7,615,129,223","7.62%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","EXTRANJERO","58","6","2","50","$ 4,041,502,766","$ 4,331,143,221","$ 25,981,963","7.59%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","EXTRANJERO","41","0","0","41","$ 4,364,433,228","$ 5,461,596,448","$ 0","0%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","GUAINIA","40","13","6","21","$ 674,978,343","$ 725,561,953","$ 15,998,142","16.8%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","GUAINIA","36","2","3","31","$ 1,298,260,347","$ 1,521,104,446","$ 15,776,495","2.91%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","GUAVIARE","319","80","40","199","$ 4,903,626,718","$ 5,174,543,934","$ 145,223,818","20.52%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","GUAVIARE","248","27","12","209","$ 7,537,790,677","$ 8,886,560,794","$ 24,037,156","7.51%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","HUILA","3,242","655","357","2,230","$ 61,350,883,155","$ 65,727,780,698","$ 1,708,003,785","18.73%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","HUILA","2,390","227","126","2,037","$ 77,943,538,862","$ 92,484,905,213","$ 374,234,994","6.75%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","LA GUAJIRA","2,202","527","426","1,249","$ 67,018,600,786","$ 72,097,952,899","$ 2,514,052,027","25.65%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","LA GUAJIRA","4,988","464","449","4,075","$ 201,634,067,645","$ 234,597,132,361","$ 1,251,563,287","9.18%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","MAGDALENA","3,847","917","749","2,181","$ 92,976,721,652","$ 100,062,591,184","$ 3,832,365,315","28%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","MAGDALENA","5,799","511","486","4,802","$ 182,775,460,910","$ 214,768,775,965","$ 1,255,171,255","9.36%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","META","3,681","767","493","2,421","$ 75,861,168,102","$ 80,574,419,303","$ 2,392,984,152","22.5%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","META","2,557","287","142","2,128","$ 80,309,414,672","$ 96,640,601,529","$ 380,290,711","8.21%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","NARINO","6,115","1,149","643","4,323","$ 105,849,872,118","$ 112,146,282,595","$ 2,614,706,538","15.61%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","NARINO","6,662","521","246","5,895","$ 182,900,054,454","$ 213,959,082,551","$ 559,237,460","4.89%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","NO REGISTRA","1","0","0","1","$ 20,605,642","$ 25,887,955","$ 0","0%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","NORTE DE SANTANDER","4,245","824","628","2,793","$ 80,896,664,182","$ 86,804,676,975","$ 2,682,786,484","22.47%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","NORTE DE SANTANDER","3,046","317","184","2,545","$ 104,755,333,966","$ 125,284,089,152","$ 458,520,805","6.29%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","PUTUMAYO","1,622","358","244","1,020","$ 23,294,000,654","$ 25,261,551,205","$ 805,128,484","20.4%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","PUTUMAYO","1,191","67","53","1,071","$ 32,061,511,785","$ 37,617,859,592","$ 121,315,584","5.51%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","QUINDIO","2,290","462","240","1,588","$ 41,040,368,912","$ 43,343,965,947","$ 1,006,082,144","17.62%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","QUINDIO","1,301","140","66","1,095","$ 36,123,831,975","$ 43,588,002,129","$ 173,787,044","6.66%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","RISARALDA","3,673","733","354","2,586","$ 63,957,242,309","$ 67,932,141,734","$ 1,557,366,848","16.99%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","RISARALDA","1,889","207","108","1,574","$ 53,663,287,698","$ 63,863,949,114","$ 330,236,011","7.06%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","SAN ANDRES","193","44","31","118","$ 3,905,334,124","$ 4,226,238,368","$ 143,381,528","23.29%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","SAN ANDRES","146","25","15","106","$ 5,204,068,404","$ 6,220,031,789","$ 50,196,913","14.02%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","SANTANDER","10,585","2,118","1,090","7,377","$ 232,851,503,632","$ 248,116,846,862","$ 5,467,882,264","17.44%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","SANTANDER","6,389","714","368","5,307","$ 204,941,414,080","$ 246,240,109,293","$ 1,205,349,759","8.2%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","SUCRE","11,452","3,124","2,484","5,844","$ 246,301,184,967","$ 266,347,063,717","$ 10,496,049,293","28.31%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","SUCRE","15,015","748","826","13,441","$ 437,873,093,072","$ 515,314,101,900","$ 2,023,824,005","5.08%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","TOLIMA","4,517","853","512","3,152","$ 81,955,319,598","$ 86,990,117,405","$ 2,196,107,728","17.69%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","TOLIMA","2,545","266","140","2,139","$ 79,465,859,854","$ 95,547,943,587","$ 353,471,250","6.91%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","VALLE DEL CAUCA","16,878","3,057","1,658","12,163","$ 478,753,752,911","$ 505,741,601,933","$ 10,424,247,165","15.82%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","VALLE DEL CAUCA","13,659","1,538","872","11,249","$ 480,487,248,653","$ 578,704,737,616","$ 3,065,322,585","9.33%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","VAUPES","16","4","4","8","$ 353,876,105","$ 378,951,276","$ 28,966,980","36.96%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","VAUPES","27","2","1","24","$ 1,027,716,715","$ 1,169,397,184","$ 2,299,315","1.87%","ESTUDIOS"
"2025 Jun 30 12:00:00 AM","VICHADA","39","10","10","19","$ 649,773,359","$ 704,797,891","$ 45,844,756","48.45%","AMORTIZACION"
"2025 Jun 30 12:00:00 AM","VICHADA","37","6","5","26","$ 1,066,659,332","$ 1,281,248,468","$ 11,159,526","15.84%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","AMAZONAS","98","39","17","154","$ 3,733,464,835","$ 4,027,053,454","$ 145,248,221","22.89%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","AMAZONAS","69","12","1","82","$ 2,812,796,402","$ 3,320,287,157","$ 10,963,820","8.98%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","ANTIOQUIA","9,819","2,681","1,520","14,020","$ 325,497,426,842","$ 346,931,975,157","$ 8,665,844,702","17.04%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","ANTIOQUIA","8,877","1,481","416","10,774","$ 401,849,917,788","$ 479,855,003,809","$ 2,088,837,040","8.98%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","ARAUCA","830","311","203","1,344","$ 22,960,820,732","$ 24,738,210,207","$ 1,018,618,262","29.53%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","ARAUCA","572","109","25","706","$ 22,900,370,383","$ 27,074,261,395","$ 114,910,974","8.17%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","ATLANTICO","12,605","4,674","3,692","20,971","$ 614,390,232,744","$ 662,622,702,397","$ 24,268,100,084","27.8%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","ATLANTICO","16,328","4,202","1,101","21,631","$ 785,517,972,739","$ 932,439,049,506","$ 5,455,524,829","13.58%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","BOLIVAR","6,013","2,358","2,146","10,517","$ 243,705,341,534","$ 264,769,028,055","$ 11,101,385,536","31.27%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","BOLIVAR","12,460","1,464","430","14,354","$ 452,370,884,942","$ 542,987,648,960","$ 1,649,909,659","7.07%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","BOYACA","3,692","1,092","632","5,416","$ 131,136,583,579","$ 141,304,750,647","$ 3,955,644,315","21.1%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","BOYACA","2,806","566","142","3,514","$ 119,756,551,324","$ 144,552,802,504","$ 719,050,364","11.91%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CALDAS","2,436","677","341","3,454","$ 69,629,514,892","$ 74,637,831,493","$ 1,904,063,459","19.27%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CALDAS","1,683","282","69","2,034","$ 63,478,115,309","$ 76,156,417,538","$ 324,579,420","9.24%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CAQUETA","666","175","117","958","$ 14,173,401,674","$ 15,055,236,313","$ 437,506,263","18.34%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CAQUETA","528","51","13","592","$ 20,138,193,307","$ 24,042,272,244","$ 51,878,967","6.26%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CARTAGENA","1","0","0","1","$ 22,756,586","$ 27,079,250","$ 0","0%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CASANARE","1,556","540","322","2,418","$ 46,443,922,368","$ 50,438,411,591","$ 1,621,696,144","24.18%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CASANARE","1,011","173","64","1,248","$ 39,168,837,938","$ 47,311,009,650","$ 225,855,516","11.31%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CAUCA","2,495","706","451","3,652","$ 53,684,255,612","$ 57,672,835,294","$ 1,794,337,957","21.81%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CAUCA","1,941","248","65","2,254","$ 69,476,565,894","$ 82,038,638,604","$ 234,440,306","6.47%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CESAR","1,725","694","616","3,035","$ 80,314,088,645","$ 86,332,015,217","$ 3,741,279,649","27.76%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CESAR","5,876","765","204","6,845","$ 257,264,647,388","$ 302,203,285,432","$ 890,127,766","7.49%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CHOCO","117","58","42","217","$ 5,095,245,966","$ 5,493,034,377","$ 221,415,676","27.29%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CHOCO","384","79","17","480","$ 16,668,551,227","$ 19,446,148,570","$ 74,032,785","11.4%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CORDOBA","7,054","2,713","2,916","12,683","$ 312,066,067,485","$ 339,490,950,825","$ 14,414,774,297","31.94%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CORDOBA","20,003","1,592","566","22,161","$ 677,222,921,809","$ 795,519,960,883","$ 2,273,122,624","5.23%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","CUNDINAMARCA","8,211","1,958","1,163","11,332","$ 294,946,891,222","$ 315,301,892,182","$ 7,538,394,996","16.24%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","CUNDINAMARCA","7,586","1,090","281","8,957","$ 317,213,868,300","$ 385,808,432,140","$ 1,638,826,789","9.44%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","DISTRITO CAPITAL","35,132","7,957","4,000","47,089","$ 1,437,439,216,532","$ 1,523,681,156,532","$ 31,443,149,397","14.81%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","DISTRITO CAPITAL","26,604","4,316","1,084","32,004","$ 1,352,215,996,915","$ 1,631,530,273,958","$ 7,318,510,360","8.52%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","EXTRANJERO","49","6","2","57","$ 4,129,498,609","$ 4,460,727,013","$ 38,666,537","12.91%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","EXTRANJERO","40","0","0","40","$ 4,132,493,531","$ 5,256,675,094","$ 0","0%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","GUAINIA","21","12","6","39","$ 658,911,665","$ 710,974,453","$ 12,836,602","6.15%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","GUAINIA","30","3","3","36","$ 1,380,742,695","$ 1,638,623,599","$ 16,511,846","3.59%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","GUAVIARE","195","78","44","317","$ 5,050,547,330","$ 5,351,778,179","$ 181,867,487","21.56%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","GUAVIARE","208","21","8","237","$ 7,672,694,293","$ 9,136,151,590","$ 17,998,006","4.4%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","HUILA","2,263","580","372","3,215","$ 63,667,731,356","$ 68,310,881,672","$ 1,995,117,804","18.75%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","HUILA","1,916","290","65","2,271","$ 80,826,272,718","$ 96,189,159,407","$ 365,335,236","8.88%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","LA GUAJIRA","1,241","582","465","2,288","$ 71,343,360,043","$ 77,249,536,102","$ 3,298,915,885","33.6%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","LA GUAJIRA","3,959","697","251","4,907","$ 213,458,013,687","$ 250,162,756,108","$ 1,095,477,507","10.45%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","MAGDALENA","2,232","880","841","3,953","$ 97,004,614,326","$ 105,130,633,902","$ 4,749,831,590","31.24%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","MAGDALENA","4,676","799","239","5,714","$ 190,978,361,444","$ 226,191,351,005","$ 1,169,127,759","10.82%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","META","2,459","676","522","3,657","$ 78,296,292,221","$ 83,593,356,810","$ 2,806,348,310","23.11%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","META","2,021","329","84","2,434","$ 82,163,022,816","$ 99,186,302,827","$ 351,874,914","8.4%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","NARINO","4,320","1,085","668","6,073","$ 108,605,813,053","$ 115,356,934,277","$ 3,180,533,091","18.12%","AMORTIZACION"
"2025 Sep 30 12:00:00 AM","NARINO","5,732","627","166","6,525","$ 192,073,480,391","$ 225,781,692,556","$ 555,867,178","5.66%","ESTUDIOS"
"2025 Sep 30 12:00:00 AM","NORTE DE SANTANDER","2,973","900","594","4,467","$ 95,393,225,583","$ 102,084,666,301","$ 3,194,125,666","20.37%","AMORTIZACION"
