"FECHA CORTE","DEPTORESIDENCIA","CANTIDAD CREDITOS AL DIA","CANTIDAD CREDITOS CON MORA MENOR A 90 DIAS","CANTIDAD CREDITOS MORA MAYOR A 90 DIAS","TOTAL CREDITOS","SALDO CAPITAL","SALDO TOTAL","SALDO MORA","INDICADOR CARTERA VENCIDA","EPOCA CARTERA"
"2026 Jun 30 12:00:00 AM","ARAUCA","474","47","46","567","$ 21,347,050,187","$ 26,229,568,537","$ 118,186,912","9.99%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","ATLANTICO","14,388","4,512","3,422","22,322","$ 732,222,700,551","$ 784,680,920,141","$ 23,124,728,408","23.76%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","ATLANTICO","13,826","2,106","1,576","17,508","$ 740,305,942,069","$ 906,882,032,568","$ 4,782,413,171","10.56%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","BOLIVAR","7,203","2,386","2,179","11,768","$ 324,704,921,089","$ 348,830,353,823","$ 11,847,509,965","25.34%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","BOLIVAR","10,247","846","586","11,679","$ 446,558,476,560","$ 559,257,485,981","$ 1,505,544,289","5.65%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","BOYACA","3,744","1,069","537","5,350","$ 142,257,730,231","$ 152,239,965,418","$ 3,482,744,385","19.54%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","BOYACA","2,268","280","177","2,725","$ 105,776,017,481","$ 131,326,119,290","$ 622,987,951","10.78%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CALDAS","2,433","595","297","3,325","$ 73,953,561,266","$ 79,099,912,526","$ 1,813,937,268","17.43%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CALDAS","1,390","150","72","1,612","$ 58,151,474,185","$ 71,581,464,991","$ 229,008,994","6.07%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CAQUETA","641","185","111","937","$ 16,592,885,590","$ 17,517,112,960","$ 460,271,492","17.9%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CAQUETA","411","38","14","463","$ 19,309,215,604","$ 23,748,445,707","$ 59,052,833","6.14%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CASANARE","1,571","503","324","2,398","$ 51,204,778,832","$ 55,235,482,368","$ 1,424,367,026","21.09%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CASANARE","734","108","69","911","$ 33,633,981,324","$ 41,937,631,849","$ 199,968,121","11.91%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CAUCA","2,400","746","379","3,525","$ 59,287,635,819","$ 63,047,500,826","$ 1,540,544,283","18.23%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CAUCA","1,612","137","96","1,845","$ 66,702,170,567","$ 81,792,830,155","$ 258,635,667","7.59%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CESAR","2,242","765","707","3,714","$ 120,674,434,977","$ 128,308,391,064","$ 4,449,484,756","24.1%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CESAR","5,194","388","275","5,857","$ 271,366,150,344","$ 332,293,361,285","$ 778,213,645","5.69%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CHOCO","157","56","52","265","$ 7,543,801,955","$ 8,200,256,849","$ 340,950,747","33.17%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CHOCO","354","40","25","419","$ 17,568,499,295","$ 21,547,006,867","$ 54,912,076","6.85%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CORDOBA","8,479","7,732","0","16,211","$ 442,557,385,934","$ 477,654,302,960","$ 6,130,638,395","32.34%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CORDOBA","17,893","164","1","18,058","$ 689,340,625,753","$ 826,977,523,364","$ 75,130,651","0.04%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","CUNDINAMARCA","8,294","1,934","872","11,100","$ 315,681,159,489","$ 335,391,726,857","$ 6,056,563,291","14.75%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","CUNDINAMARCA","6,413","612","284","7,309","$ 288,116,542,545","$ 361,910,261,039","$ 1,213,242,095","6.9%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","DISTRITO CAPITAL","35,238","7,860","3,484","46,582","$ 1,570,054,790,151","$ 1,659,226,404,046","$ 28,283,066,448","13.99%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","DISTRITO CAPITAL","21,599","2,578","1,017","25,194","$ 1,183,294,745,544","$ 1,455,402,818,858","$ 5,333,014,137","7.01%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","EXTRANJERO","52","3","3","58","$ 3,727,642,775","$ 3,866,297,665","$ 59,293,633","6.39%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","EXTRANJERO","27","0","0","27","$ 2,932,182,920","$ 3,864,094,246","$ 0","0%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","GUAINIA","24","9","10","43","$ 1,215,043,963","$ 1,309,397,896","$ 59,504,652","39.68%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","GUAINIA","23","0","3","26","$ 1,066,426,516","$ 1,301,189,412","$ 3,602,851","11.04%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","GUAVIARE","217","67","44","328","$ 6,685,469,726","$ 7,044,237,938","$ 208,806,650","19.34%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","GUAVIARE","155","13","7","175","$ 6,841,735,112","$ 8,502,157,180","$ 8,441,548","6.23%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","HUILA","2,174","627","320","3,121","$ 70,618,166,495","$ 75,044,070,890","$ 1,573,201,574","16.01%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","HUILA","1,620","167","68","1,855","$ 78,376,707,409","$ 96,167,409,025","$ 252,564,827","5.71%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","LA GUAJIRA","1,623","609","595","2,827","$ 103,102,000,693","$ 110,354,204,238","$ 4,336,335,533","26.6%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","LA GUAJIRA","3,466","407","300","4,173","$ 222,257,802,011","$ 272,534,483,600","$ 935,660,521","8.59%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","MAGDALENA","2,620","967","894","4,481","$ 127,931,567,899","$ 137,151,167,243","$ 5,238,114,076","28.26%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","MAGDALENA","3,871","414","355","4,640","$ 188,410,178,678","$ 231,894,865,298","$ 994,610,542","8.37%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","META","2,543","702","410","3,655","$ 90,852,390,449","$ 96,404,348,575","$ 2,141,610,251","18.71%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","META","1,566","193","96","1,855","$ 70,833,875,078","$ 87,636,220,078","$ 339,100,746","8.64%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","NARINO","4,516","1,161","642","6,319","$ 132,181,722,482","$ 139,241,730,975","$ 3,138,597,248","17.02%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","NARINO","4,889","399","168","5,456","$ 191,289,529,765","$ 233,259,831,145","$ 458,773,932","4.67%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","NORTE DE SANTANDER","2,922","852","526","4,300","$ 102,225,295,953","$ 108,602,374,938","$ 2,525,072,428","17.67%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","NORTE DE SANTANDER","1,790","239","118","2,147","$ 95,049,089,672","$ 116,785,299,760","$ 306,114,488","6.36%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","PUTUMAYO","964","337","216","1,517","$ 26,261,493,790","$ 28,164,001,444","$ 932,154,975","23.89%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","PUTUMAYO","857","56","34","947","$ 34,151,212,745","$ 42,220,788,405","$ 99,476,934","5.34%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","QUINDIO","1,531","410","203","2,144","$ 45,004,618,783","$ 47,457,939,869","$ 1,057,888,602","16.99%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","QUINDIO","845","100","39","984","$ 33,535,348,132","$ 41,553,381,144","$ 136,680,188","5.87%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","RISARALDA","2,475","617","315","3,407","$ 69,028,078,075","$ 73,076,616,309","$ 1,643,196,284","16.93%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","RISARALDA","1,241","139","51","1,431","$ 50,656,902,024","$ 61,911,473,682","$ 164,660,351","6.22%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","SAN ANDRES","130","43","38","211","$ 5,673,904,491","$ 6,062,704,647","$ 248,010,801","28.21%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","SAN ANDRES","66","15","8","89","$ 4,175,629,780","$ 5,167,051,546","$ 21,796,923","14.88%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","SANTANDER","7,125","2,010","905","10,040","$ 252,729,134,242","$ 268,284,393,921","$ 5,356,765,763","17%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","SANTANDER","3,955","476","234","4,665","$ 189,839,976,861","$ 234,348,086,300","$ 762,419,042","7%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","SUCRE","7,745","2,690","3,174","13,609","$ 348,991,764,695","$ 378,572,129,146","$ 15,196,261,474","29.74%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","SUCRE","9,879","741","585","11,205","$ 429,062,273,159","$ 528,451,576,197","$ 1,400,425,396","5.07%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","TOLIMA","3,024","796","404","4,224","$ 90,464,710,613","$ 95,771,200,762","$ 2,143,114,495","17.36%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","TOLIMA","1,622","172","75","1,869","$ 73,055,173,767","$ 90,719,328,381","$ 259,539,185","5.84%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","VALLE DEL CAUCA","12,356","3,002","1,504","16,862","$ 539,411,458,289","$ 570,465,537,879","$ 11,018,426,001","15.62%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","VALLE DEL CAUCA","9,218","1,151","554","10,923","$ 462,228,379,477","$ 568,839,244,841","$ 2,363,720,191","8.86%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","VAUPES","11","4","2","17","$ 554,520,521","$ 581,408,230","$ 17,585,927","12.55%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","VAUPES","21","0","2","23","$ 1,015,346,545","$ 1,246,586,052","$ 8,328,206","11.02%","ESTUDIOS"
"2026 Jun 30 12:00:00 AM","VICHADA","25","12","7","44","$ 821,832,597","$ 895,593,526","$ 55,188,044","43.45%","AMORTIZACION"
"2026 Jun 30 12:00:00 AM","VICHADA","21","4","1","26","$ 948,903,223","$ 1,183,570,767","$ 2,391,080","10.94%","ESTUDIOS"
